Sample.Name,Pop,Pop_Type,Variety
ZCF19,Chapman Field,Wild,integrifolia
ZCF20,Chapman Field,Wild,integrifolia
ZCF21,Chapman Field,Wild,integrifolia
ZCF22,Chapman Field,Wild,integrifolia
ZCF23,Chapman Field,Wild,integrifolia
ZCF24,Chapman Field,Wild,integrifolia
ZCF25,Chapman Field,Wild,integrifolia
ZCF26,Chapman Field,Wild,integrifolia
ZCF27,Chapman Field,Wild,integrifolia
ZCF28,Chapman Field,Wild,integrifolia
ZCF29,Chapman Field,Wild,integrifolia
ZCF30,Chapman Field,Wild,integrifolia
ZCF31,Chapman Field,Wild,integrifolia
ZCF32,Chapman Field,Wild,integrifolia
ZCF33,Chapman Field,Wild,integrifolia
ZCF34,Chapman Field,Wild,integrifolia
ZCF35,Chapman Field,Wild,integrifolia
ZCF36,Chapman Field,Wild,integrifolia
ZCF37,Chapman Field,Wild,integrifolia
ZCF38,Chapman Field,Wild,integrifolia
ZCF39,Chapman Field,Wild,integrifolia
ZCF40,Chapman Field,Wild,integrifolia
ZCF41,Chapman Field,Wild,integrifolia
ZCF42,Chapman Field,Wild,integrifolia
