Sample.Name,Pop,Cluster,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25
ZFTS39,ZFTS,,0.006,0.837,0.01,0.008,0.005,0.003,0.005,0.008,0.006,0.01,0.006,0.005,0.006,0.004,0.006,0.005,0.007,0.015,0.006,0.007,0.006,0.006,0.006,0.011,
ZFTS40,ZFTS,,0.006,0.699,0.022,0.006,0.011,0.006,0.009,0.022,0.012,0.016,0.005,0.005,0.011,0.008,0.007,0.004,0.015,0.012,0.006,0.012,0.008,0.019,0.013,0.01,
ZFTSP101,ZFTSP1,,0.003,0.003,0.035,0.004,0.004,0.021,0.005,0.128,0.025,0.021,0.016,0.146,0.013,0.082,0.009,0.008,0.029,0.004,0.006,0.006,0.314,0.022,0.085,0.004,
ZFTSP102,ZFTSP1,,0.002,0.004,0.006,0.009,0.005,0.066,0.019,0.02,0.015,0.024,0.011,0.637,0.019,0.028,0.006,0.005,0.016,0.007,0.004,0.006,0.036,0.023,0.013,0.004,
ZFTSP103,ZFTSP1,,0.002,0.002,0.006,0.005,0.004,0.046,0.009,0.006,0.007,0.012,0.056,0.466,0.008,0.033,0.007,0.016,0.009,0.004,0.006,0.005,0.249,0.011,0.022,0.004,
ZFTSP104,ZFTSP1,,0.003,0.002,0.006,0.004,0.003,0.024,0.006,0.011,0.013,0.007,0.003,0.005,0.009,0.791,0.007,0.003,0.013,0.004,0.003,0.003,0.035,0.03,0.009,0.003,
ZFTSP105,ZFTSP1,,0.002,0.002,0.003,0.004,0.003,0.042,0.008,0.005,0.009,0.006,0.008,0.061,0.016,0.017,0.004,0.006,0.006,0.006,0.003,0.003,0.757,0.015,0.007,0.003,
ZFTSP106,ZFTSP1,,0.006,0.004,0.026,0.004,0.006,0.011,0.015,0.079,0.051,0.013,0.006,0.013,0.022,0.067,0.146,0.008,0.302,0.007,0.007,0.01,0.12,0.047,0.021,0.004,
ZFTSP107,ZFTSP1,,0.003,0.003,0.015,0.004,0.005,0.028,0.022,0.004,0.005,0.018,0.017,0.034,0.007,0.575,0.013,0.012,0.007,0.004,0.005,0.005,0.191,0.008,0.006,0.003,
ZFTSP108,ZFTSP1,,0.006,0.004,0.013,0.003,0.007,0.014,0.018,0.007,0.01,0.007,0.007,0.043,0.006,0.3,0.404,0.016,0.022,0.004,0.006,0.01,0.033,0.042,0.007,0.002,
ZFTSP109,ZFTSP1,,0.003,0.003,0.011,0.004,0.006,0.163,0.052,0.016,0.012,0.044,0.01,0.006,0.009,0.502,0.029,0.008,0.04,0.004,0.006,0.006,0.017,0.034,0.009,0.003,
ZFTSP110,ZFTSP1,,0.003,0.003,0.032,0.004,0.007,0.035,0.008,0.023,0.034,0.012,0.013,0.018,0.011,0.395,0.008,0.006,0.085,0.004,0.005,0.005,0.154,0.084,0.044,0.004,
ZFTSP111,ZFTSP1,,0.003,0.003,0.027,0.004,0.004,0.033,0.004,0.025,0.015,0.007,0.006,0.029,0.011,0.134,0.005,0.004,0.008,0.004,0.003,0.004,0.602,0.037,0.019,0.003,
ZFTSP112,ZFTSP1,,0.005,0.003,0.007,0.004,0.004,0.085,0.007,0.005,0.036,0.006,0.008,0.049,0.03,0.129,0.008,0.016,0.01,0.007,0.004,0.004,0.448,0.094,0.01,0.004,
ZFTSP113,ZFTSP1,,0.002,0.003,0.021,0.006,0.005,0.023,0.017,0.014,0.01,0.029,0.01,0.009,0.007,0.732,0.014,0.009,0.023,0.005,0.005,0.005,0.01,0.023,0.009,0.003,
ZFTSP114,ZFTSP1,,0.003,0.002,0.007,0.003,0.003,0.03,0.005,0.005,0.008,0.004,0.008,0.123,0.01,0.429,0.011,0.012,0.006,0.003,0.003,0.004,0.253,0.052,0.007,0.002,
ZFTSP115,ZFTSP1,,0.006,0.003,0.007,0.004,0.004,0.023,0.021,0.007,0.027,0.037,0.009,0.021,0.048,0.199,0.027,0.015,0.035,0.004,0.005,0.004,0.45,0.015,0.017,0.004,
ZFTSP116,ZFTSP1,,0.003,0.003,0.031,0.004,0.007,0.039,0.01,0.034,0.017,0.024,0.013,0.093,0.015,0.31,0.009,0.005,0.011,0.004,0.004,0.006,0.288,0.039,0.012,0.003,
ZFTSP117,ZFTSP1,,0.003,0.003,0.005,0.003,0.003,0.023,0.003,0.007,0.009,0.004,0.003,0.013,0.006,0.837,0.004,0.003,0.005,0.005,0.002,0.003,0.018,0.021,0.011,0.003,
ZFTSP118,ZFTSP1,,0.003,0.003,0.006,0.005,0.004,0.019,0.006,0.009,0.038,0.009,0.009,0.172,0.013,0.373,0.006,0.007,0.007,0.012,0.004,0.004,0.262,0.015,0.008,0.003,
ZFTSP119,ZFTSP1,,0.004,0.007,0.008,0.014,0.009,0.021,0.035,0.095,0.024,0.013,0.005,0.04,0.017,0.16,0.353,0.005,0.017,0.032,0.012,0.016,0.085,0.008,0.008,0.008,
ZFTSP120,ZFTSP1,,0.003,0.003,0.024,0.003,0.003,0.023,0.003,0.02,0.065,0.021,0.009,0.16,0.025,0.09,0.006,0.008,0.011,0.018,0.003,0.003,0.361,0.106,0.023,0.004,
ZFTSP121,ZFTSP1,,0.011,0.016,0.01,0.007,0.024,0.057,0.009,0.007,0.006,0.006,0.004,0.603,0.007,0.113,0.013,0.004,0.005,0.011,0.008,0.02,0.031,0.01,0.006,0.008,
ZFTSP122,ZFTSP1,,0.003,0.003,0.009,0.003,0.003,0.01,0.006,0.014,0.02,0.008,0.009,0.028,0.01,0.022,0.013,0.007,0.008,0.003,0.003,0.003,0.793,0.009,0.006,0.002,
ZFTSP123,ZFTSP1,,0.003,0.002,0.006,0.002,0.003,0.006,0.004,0.006,0.013,0.007,0.003,0.005,0.006,0.843,0.009,0.003,0.008,0.002,0.002,0.002,0.034,0.017,0.008,0.002,
ZFTSP124,ZFTSP1,,0.003,0.003,0.011,0.002,0.003,0.019,0.007,0.018,0.028,0.011,0.015,0.007,0.011,0.365,0.014,0.007,0.034,0.002,0.004,0.004,0.356,0.037,0.031,0.002,
ZFTSP125,ZFTSP1,,0.003,0.003,0.009,0.002,0.003,0.009,0.007,0.007,0.009,0.017,0.006,0.01,0.01,0.735,0.036,0.005,0.014,0.003,0.004,0.003,0.081,0.007,0.013,0.003,
ZFTSP126,ZFTSP1,,0.003,0.004,0.024,0.004,0.004,0.01,0.014,0.042,0.024,0.025,0.008,0.031,0.009,0.514,0.017,0.006,0.046,0.004,0.003,0.005,0.068,0.116,0.011,0.003,
ZFTSP127,ZFTSP1,,0.003,0.003,0.009,0.003,0.003,0.049,0.01,0.022,0.038,0.008,0.008,0.009,0.012,0.477,0.023,0.007,0.015,0.002,0.003,0.004,0.258,0.02,0.006,0.002,
ZFTSP128,ZFTSP1,,0.003,0.003,0.005,0.003,0.003,0.009,0.004,0.006,0.005,0.005,0.008,0.015,0.004,0.86,0.005,0.005,0.006,0.003,0.003,0.003,0.016,0.009,0.013,0.002,
ZFTSP129,ZFTSP1,,0.003,0.002,0.024,0.003,0.003,0.063,0.005,0.023,0.087,0.024,0.038,0.012,0.012,0.212,0.016,0.01,0.017,0.004,0.005,0.003,0.333,0.056,0.038,0.003,
ZFTSP130,ZFTSP1,,0.003,0.003,0.004,0.003,0.003,0.021,0.007,0.005,0.009,0.005,0.004,0.017,0.009,0.503,0.01,0.004,0.007,0.003,0.003,0.003,0.35,0.011,0.007,0.002,
ZFTSP131,ZFTSP1,,0.002,0.002,0.005,0.002,0.002,0.025,0.005,0.005,0.009,0.009,0.008,0.011,0.015,0.077,0.006,0.005,0.011,0.003,0.004,0.003,0.707,0.017,0.061,0.003,
ZFTSP132,ZFTSP1,,0.003,0.003,0.023,0.005,0.004,0.35,0.004,0.134,0.022,0.007,0.007,0.057,0.01,0.038,0.007,0.006,0.022,0.004,0.003,0.006,0.018,0.238,0.011,0.003,
ZFTSP133,ZFTSP1,,0.003,0.002,0.01,0.002,0.003,0.13,0.005,0.05,0.049,0.023,0.017,0.033,0.043,0.043,0.302,0.026,0.033,0.005,0.004,0.003,0.178,0.016,0.013,0.003,
ZFTSP134,ZFTSP1,,0.003,0.003,0.083,0.003,0.004,0.083,0.006,0.022,0.041,0.006,0.014,0.055,0.007,0.31,0.067,0.014,0.01,0.003,0.003,0.004,0.205,0.039,0.005,0.002,
ZFTSP135,ZFTSP1,,0.003,0.002,0.003,0.003,0.002,0.015,0.006,0.007,0.012,0.008,0.005,0.02,0.031,0.009,0.005,0.004,0.009,0.004,0.003,0.003,0.818,0.012,0.009,0.003,
ZFTSP136,ZFTSP1,,0.003,0.003,0.015,0.004,0.003,0.009,0.004,0.041,0.031,0.013,0.004,0.119,0.025,0.021,0.01,0.004,0.043,0.007,0.003,0.003,0.514,0.091,0.021,0.004,
ZFTSP137,ZFTSP1,,0.025,0.014,0.049,0.005,0.018,0.018,0.018,0.029,0.02,0.013,0.009,0.237,0.017,0.029,0.022,0.012,0.058,0.012,0.008,0.013,0.077,0.276,0.01,0.007,
ZFTSP138,ZFTSP1,,0.004,0.004,0.026,0.003,0.005,0.018,0.009,0.135,0.056,0.012,0.01,0.042,0.014,0.235,0.012,0.007,0.036,0.003,0.004,0.005,0.233,0.098,0.018,0.003,
ZFTSP139,ZFTSP1,,0.003,0.002,0.01,0.002,0.003,0.005,0.004,0.011,0.017,0.006,0.003,0.01,0.013,0.015,0.018,0.003,0.008,0.003,0.002,0.002,0.835,0.009,0.01,0.002,
ZFTSP140,ZFTSP1,,0.012,0.006,0.005,0.005,0.006,0.034,0.026,0.017,0.052,0.008,0.007,0.036,0.044,0.083,0.007,0.01,0.089,0.005,0.006,0.008,0.447,0.057,0.013,0.004,
ZFTSP141,ZFTSP1,,0.005,0.006,0.017,0.006,0.005,0.018,0.018,0.006,0.038,0.014,0.004,0.249,0.054,0.017,0.038,0.012,0.012,0.008,0.005,0.006,0.411,0.018,0.01,0.004,
ZFTSP142,ZFTSP1,,0.003,0.003,0.006,0.005,0.005,0.019,0.011,0.024,0.018,0.011,0.008,0.484,0.012,0.102,0.006,0.004,0.043,0.006,0.004,0.004,0.114,0.086,0.014,0.003,
ZFTSP143,ZFTSP1,,0.002,0.003,0.014,0.005,0.003,0.164,0.009,0.009,0.02,0.032,0.015,0.043,0.027,0.052,0.014,0.009,0.016,0.005,0.004,0.004,0.35,0.075,0.116,0.004,
ZFTSP144,ZFTSP1,,0.003,0.003,0.006,0.006,0.005,0.232,0.011,0.02,0.037,0.058,0.011,0.124,0.015,0.205,0.008,0.006,0.012,0.009,0.004,0.005,0.048,0.139,0.021,0.004,
ZFTSP145,ZFTSP1,,0.003,0.003,0.009,0.003,0.004,0.021,0.005,0.01,0.018,0.006,0.008,0.257,0.012,0.044,0.009,0.006,0.008,0.004,0.003,0.003,0.53,0.016,0.011,0.002,
ZFTSP201,ZFTSP2,,0.004,0.003,0.013,0.004,0.005,0.023,0.011,0.042,0.243,0.011,0.012,0.017,0.014,0.014,0.047,0.028,0.326,0.003,0.004,0.004,0.014,0.126,0.006,0.003,
ZFTSP202,ZFTSP2,,0.009,0.003,0.035,0.003,0.007,0.038,0.005,0.006,0.007,0.005,0.012,0.077,0.011,0.017,0.027,0.013,0.004,0.003,0.003,0.004,0.045,0.6,0.025,0.003,
ZFTSP203,ZFTSP2,,0.003,0.003,0.021,0.005,0.005,0.047,0.004,0.405,0.083,0.006,0.008,0.047,0.009,0.012,0.007,0.008,0.048,0.005,0.003,0.004,0.016,0.225,0.012,0.004,
ZFTSP204,ZFTSP2,,0.003,0.003,0.312,0.008,0.004,0.139,0.003,0.024,0.108,0.008,0.011,0.128,0.007,0.027,0.008,0.01,0.013,0.005,0.003,0.003,0.025,0.126,0.014,0.003,
ZFTSP205,ZFTSP2,,0.009,0.004,0.024,0.01,0.013,0.059,0.005,0.051,0.034,0.031,0.021,0.079,0.011,0.022,0.009,0.028,0.158,0.004,0.003,0.005,0.024,0.308,0.053,0.004,
ZFTSP206,ZFTSP2,,0.004,0.004,0.009,0.007,0.004,0.06,0.007,0.011,0.052,0.124,0.01,0.012,0.014,0.009,0.019,0.033,0.195,0.006,0.006,0.005,0.01,0.285,0.096,0.004,
ZFTSP207,ZFTSP2,,0.002,0.003,0.018,0.007,0.006,0.033,0.006,0.033,0.075,0.129,0.005,0.006,0.012,0.023,0.005,0.004,0.281,0.008,0.006,0.005,0.019,0.057,0.247,0.005,
ZFTSP208,ZFTSP2,,0.004,0.003,0.015,0.008,0.005,0.011,0.005,0.136,0.037,0.249,0.006,0.056,0.012,0.015,0.005,0.005,0.138,0.018,0.004,0.007,0.049,0.03,0.169,0.004,
ZFTSP209,ZFTSP2,,0.003,0.003,0.01,0.004,0.004,0.123,0.008,0.097,0.179,0.031,0.013,0.026,0.087,0.015,0.017,0.01,0.029,0.004,0.003,0.003,0.238,0.059,0.021,0.003,
ZFTSP210,ZFTSP2,,0.003,0.003,0.012,0.004,0.004,0.133,0.005,0.498,0.116,0.008,0.004,0.008,0.016,0.031,0.008,0.003,0.048,0.004,0.003,0.004,0.024,0.035,0.019,0.004,
ZFTSP211,ZFTSP2,,0.005,0.003,0.013,0.004,0.005,0.029,0.004,0.01,0.013,0.005,0.009,0.018,0.006,0.047,0.004,0.005,0.006,0.004,0.003,0.003,0.048,0.736,0.011,0.003,
ZFTSP212,ZFTSP2,,0.003,0.002,0.018,0.006,0.003,0.007,0.003,0.01,0.014,0.024,0.005,0.008,0.007,0.192,0.022,0.007,0.045,0.002,0.003,0.003,0.537,0.014,0.061,0.002,
ZFTSP213,ZFTSP2,,0.005,0.003,0.017,0.002,0.005,0.004,0.004,0.024,0.019,0.004,0.003,0.013,0.005,0.699,0.006,0.003,0.035,0.003,0.003,0.004,0.116,0.012,0.007,0.002,
ZFTSP214,ZFTSP2,,0.003,0.002,0.008,0.004,0.004,0.02,0.01,0.007,0.009,0.03,0.036,0.5,0.009,0.098,0.015,0.013,0.018,0.004,0.008,0.005,0.151,0.011,0.026,0.004,
ZFTSP215,ZFTSP2,,0.003,0.003,0.03,0.004,0.004,0.027,0.004,0.102,0.015,0.007,0.007,0.486,0.168,0.013,0.005,0.006,0.012,0.004,0.003,0.004,0.039,0.025,0.022,0.003,
ZFTSP216,ZFTSP2,,0.033,0.007,0.048,0.004,0.029,0.022,0.005,0.021,0.019,0.008,0.013,0.178,0.008,0.023,0.007,0.01,0.008,0.02,0.007,0.015,0.04,0.448,0.007,0.006,
ZFTSP217,ZFTSP2,,0.004,0.003,0.008,0.003,0.005,0.01,0.008,0.083,0.034,0.01,0.003,0.01,0.009,0.631,0.008,0.003,0.095,0.004,0.003,0.005,0.033,0.014,0.008,0.003,
ZFTSP218,ZFTSP2,,0.004,0.003,0.041,0.004,0.004,0.013,0.013,0.037,0.02,0.029,0.008,0.035,0.021,0.12,0.013,0.006,0.144,0.008,0.006,0.006,0.219,0.174,0.062,0.004,
ZFTSP219,ZFTSP2,,0.005,0.004,0.006,0.006,0.004,0.079,0.02,0.017,0.047,0.042,0.01,0.034,0.132,0.022,0.01,0.015,0.067,0.009,0.008,0.007,0.325,0.036,0.072,0.007,
ZFTSP220,ZFTSP2,,0.045,0.011,0.035,0.004,0.015,0.006,0.007,0.181,0.211,0.006,0.01,0.116,0.015,0.013,0.011,0.015,0.119,0.012,0.008,0.01,0.119,0.015,0.004,0.006,
ZFTSP221,ZFTSP2,,0.006,0.004,0.232,0.005,0.01,0.022,0.013,0.032,0.067,0.01,0.006,0.11,0.068,0.088,0.053,0.011,0.034,0.004,0.005,0.007,0.025,0.15,0.008,0.003,
ZFTSP222,ZFTSP2,,0.063,0.008,0.117,0.003,0.07,0.077,0.012,0.159,0.062,0.009,0.007,0.006,0.013,0.172,0.013,0.005,0.049,0.004,0.006,0.026,0.037,0.049,0.01,0.004,
ZFTSP223,ZFTSP2,,0.004,0.002,0.005,0.002,0.003,0.005,0.004,0.005,0.005,0.003,0.003,0.012,0.005,0.238,0.003,0.003,0.006,0.003,0.002,0.003,0.666,0.008,0.006,0.002,
ZFTSP224,ZFTSP2,,0.003,0.002,0.005,0.002,0.004,0.066,0.004,0.009,0.01,0.005,0.009,0.344,0.006,0.403,0.014,0.008,0.006,0.003,0.003,0.004,0.06,0.012,0.007,0.002,
ZFTSP225,ZFTSP2,,0.002,0.003,0.044,0.004,0.006,0.012,0.007,0.014,0.05,0.01,0.004,0.045,0.022,0.042,0.023,0.004,0.02,0.005,0.003,0.004,0.643,0.017,0.01,0.003,
ZFTSP226,ZFTSP2,,0.003,0.002,0.004,0.003,0.004,0.047,0.005,0.006,0.007,0.005,0.005,0.072,0.008,0.089,0.008,0.004,0.005,0.004,0.003,0.005,0.688,0.01,0.004,0.002,
ZFTSP227,ZFTSP2,,0.016,0.004,0.134,0.003,0.011,0.068,0.007,0.334,0.031,0.022,0.014,0.005,0.015,0.065,0.013,0.011,0.118,0.003,0.005,0.009,0.015,0.057,0.019,0.004,
ZFTSP228,ZFTSP2,,0.008,0.003,0.025,0.004,0.009,0.03,0.007,0.064,0.019,0.009,0.019,0.122,0.018,0.028,0.005,0.01,0.021,0.007,0.004,0.006,0.198,0.332,0.009,0.004,
ZFW01,ZFW,,0.004,0.005,0.007,0.474,0.004,0.011,0.005,0.005,0.007,0.013,0.008,0.004,0.006,0.005,0.003,0.005,0.006,0.081,0.043,0.005,0.005,0.009,0.016,0.267,
ZFW02,ZFW,,0.006,0.006,0.004,0.523,0.004,0.006,0.007,0.005,0.05,0.006,0.005,0.003,0.005,0.003,0.003,0.008,0.003,0.042,0.063,0.007,0.003,0.009,0.004,0.222,
ZFW03,ZFW,,0.003,0.003,0.004,0.455,0.004,0.005,0.005,0.008,0.034,0.003,0.003,0.006,0.004,0.003,0.002,0.003,0.003,0.33,0.023,0.009,0.005,0.008,0.003,0.073,
ZFW04,ZFW,,0.006,0.01,0.006,0.262,0.004,0.008,0.005,0.003,0.005,0.006,0.006,0.003,0.004,0.003,0.003,0.011,0.003,0.023,0.01,0.005,0.003,0.003,0.003,0.601,
ZFW05,ZFW,,0.003,0.007,0.003,0.028,0.057,0.009,0.012,0.003,0.003,0.006,0.011,0.023,0.007,0.004,0.009,0.008,0.004,0.174,0.238,0.019,0.009,0.004,0.005,0.349,
ZFW06,ZFW,,0.015,0.005,0.005,0.185,0.015,0.008,0.004,0.003,0.004,0.003,0.005,0.003,0.003,0.004,0.002,0.005,0.004,0.003,0.01,0.015,0.003,0.005,0.005,0.678,
ZFWB01,ZFWB,,0.004,0.009,0.005,0.006,0.004,0.006,0.842,0.006,0.008,0.01,0.004,0.006,0.006,0.007,0.01,0.005,0.006,0.006,0.007,0.004,0.004,0.005,0.004,0.005,
ZFWB02,ZFWB,,0.003,0.005,0.005,0.015,0.059,0.007,0.362,0.004,0.006,0.04,0.008,0.014,0.004,0.015,0.005,0.005,0.006,0.243,0.014,0.145,0.005,0.006,0.006,0.012,
ZFWB03,ZFWB,,0.002,0.003,0.003,0.005,0.004,0.008,0.9,0.003,0.003,0.005,0.005,0.004,0.005,0.004,0.004,0.005,0.004,0.005,0.004,0.003,0.005,0.004,0.004,0.006,
ZFWB05,ZFWB,,0.006,0.072,0.022,0.01,0.007,0.003,0.519,0.007,0.012,0.009,0.006,0.006,0.007,0.015,0.032,0.004,0.009,0.022,0.138,0.006,0.019,0.011,0.011,0.04,
ZFWB06,ZFWB,,0.003,0.011,0.006,0.014,0.006,0.007,0.813,0.008,0.007,0.014,0.004,0.008,0.005,0.01,0.006,0.005,0.006,0.015,0.008,0.006,0.004,0.007,0.005,0.006,
ZFWB07,ZFWB,,0.007,0.007,0.005,0.005,0.012,0.005,0.849,0.004,0.005,0.009,0.005,0.005,0.004,0.005,0.009,0.006,0.006,0.005,0.014,0.012,0.004,0.004,0.005,0.004,
ZFWB10,ZFWB,,0.011,0.058,0.011,0.013,0.006,0.004,0.661,0.003,0.009,0.006,0.004,0.006,0.005,0.021,0.041,0.004,0.005,0.007,0.043,0.005,0.01,0.006,0.005,0.046,
ZFWB11,ZFWB,,0.007,0.013,0.004,0.004,0.008,0.004,0.884,0.003,0.005,0.004,0.003,0.003,0.004,0.004,0.005,0.005,0.004,0.004,0.007,0.005,0.004,0.004,0.003,0.004,
ZFWB12,ZFWB,,0.003,0.003,0.003,0.005,0.004,0.01,0.822,0.003,0.004,0.007,0.005,0.026,0.009,0.007,0.004,0.006,0.006,0.017,0.006,0.005,0.024,0.005,0.005,0.009,
ZFWB13,ZFWB,,0.004,0.005,0.016,0.005,0.006,0.005,0.662,0.007,0.013,0.005,0.013,0.059,0.007,0.018,0.024,0.019,0.007,0.008,0.02,0.005,0.07,0.005,0.005,0.007,
ZFWB14,ZFWB,,0.003,0.005,0.003,0.006,0.004,0.007,0.878,0.004,0.006,0.007,0.004,0.004,0.005,0.01,0.007,0.003,0.006,0.004,0.006,0.004,0.005,0.006,0.005,0.003,
ZFWB15,ZFWB,,0.005,0.007,0.006,0.007,0.008,0.01,0.814,0.004,0.006,0.009,0.004,0.003,0.008,0.005,0.008,0.005,0.006,0.006,0.025,0.01,0.005,0.007,0.008,0.019,
ZFWB18,ZFWB,,0.003,0.003,0.003,0.003,0.004,0.006,0.897,0.004,0.005,0.004,0.003,0.004,0.004,0.006,0.004,0.004,0.006,0.003,0.004,0.004,0.007,0.005,0.004,0.002,
ZFWB19,ZFWB,,0.004,0.01,0.004,0.005,0.015,0.004,0.806,0.003,0.003,0.005,0.005,0.003,0.003,0.004,0.004,0.004,0.004,0.008,0.028,0.039,0.003,0.003,0.004,0.023,
ZFWB20,ZFWB,,0.003,0.005,0.003,0.005,0.007,0.005,0.877,0.005,0.005,0.004,0.003,0.004,0.004,0.01,0.003,0.003,0.006,0.004,0.01,0.004,0.005,0.005,0.005,0.007,
ZFWB21,ZFWB,,0.004,0.004,0.003,0.005,0.007,0.008,0.857,0.004,0.006,0.006,0.006,0.004,0.004,0.005,0.004,0.007,0.009,0.003,0.009,0.01,0.004,0.005,0.006,0.005,
ZFWB22,ZFWB,,0.004,0.006,0.003,0.01,0.008,0.014,0.662,0.009,0.01,0.004,0.004,0.031,0.01,0.027,0.003,0.004,0.013,0.021,0.033,0.011,0.055,0.014,0.009,0.027,
ZFWB23,ZFWB,,0.006,0.005,0.024,0.006,0.005,0.01,0.576,0.006,0.017,0.036,0.007,0.026,0.009,0.054,0.061,0.019,0.016,0.006,0.024,0.008,0.014,0.009,0.016,0.007,
ZFWB24,ZFWB,,0.003,0.004,0.003,0.003,0.006,0.006,0.838,0.003,0.007,0.006,0.004,0.005,0.005,0.015,0.009,0.003,0.005,0.005,0.009,0.007,0.006,0.004,0.004,0.024,
ZFWB25,ZFWB,,0.004,0.012,0.003,0.01,0.006,0.006,0.825,0.006,0.007,0.006,0.004,0.004,0.004,0.011,0.005,0.004,0.007,0.006,0.012,0.005,0.004,0.006,0.005,0.018,
ZFWB26,ZFWB,,0.003,0.005,0.002,0.015,0.01,0.01,0.852,0.005,0.005,0.004,0.004,0.007,0.004,0.007,0.003,0.003,0.005,0.008,0.006,0.007,0.009,0.008,0.007,0.006,
ZFWB27,ZFWB,,0.003,0.005,0.005,0.016,0.015,0.008,0.785,0.009,0.005,0.006,0.004,0.009,0.004,0.008,0.003,0.004,0.006,0.007,0.006,0.062,0.006,0.007,0.005,0.003,
ZFWB29,ZFWB,,0.003,0.015,0.003,0.006,0.012,0.007,0.689,0.003,0.004,0.006,0.007,0.003,0.005,0.003,0.005,0.005,0.004,0.031,0.043,0.009,0.005,0.005,0.004,0.111,
ZFWB30,ZFWB,,0.004,0.017,0.003,0.004,0.012,0.005,0.774,0.003,0.004,0.006,0.012,0.003,0.005,0.004,0.006,0.008,0.005,0.011,0.034,0.025,0.004,0.003,0.004,0.009,
ZFWB31,ZFWB,,0.003,0.003,0.003,0.004,0.004,0.008,0.897,0.004,0.005,0.005,0.004,0.004,0.004,0.007,0.004,0.003,0.005,0.003,0.003,0.005,0.006,0.005,0.004,0.002,
ZFWB32,ZFWB,,0.013,0.028,0.006,0.028,0.015,0.007,0.739,0.005,0.005,0.015,0.016,0.004,0.005,0.004,0.005,0.006,0.008,0.014,0.023,0.022,0.004,0.006,0.005,0.014,
ZFWB35,ZFWB,,0.002,0.003,0.003,0.004,0.005,0.005,0.909,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.003,0.004,0.004,0.003,0.003,0.005,0.005,0.004,0.003,0.002,
ZFWB36,ZFWB,,0.004,0.004,0.003,0.011,0.011,0.008,0.862,0.004,0.005,0.005,0.004,0.007,0.006,0.004,0.004,0.006,0.004,0.008,0.004,0.01,0.006,0.005,0.004,0.004,
ZFWB37,ZFWB,,0.003,0.003,0.003,0.008,0.006,0.01,0.876,0.005,0.005,0.004,0.004,0.008,0.006,0.005,0.003,0.003,0.004,0.007,0.004,0.005,0.008,0.007,0.005,0.003,
ZFWB38,ZFWB,,0.002,0.005,0.003,0.011,0.006,0.008,0.879,0.004,0.006,0.004,0.003,0.004,0.005,0.005,0.004,0.003,0.004,0.007,0.006,0.005,0.007,0.006,0.005,0.004,
ZFWB39,ZFWB,,0.003,0.005,0.004,0.004,0.005,0.006,0.882,0.005,0.005,0.006,0.004,0.005,0.006,0.005,0.005,0.006,0.005,0.004,0.004,0.006,0.006,0.004,0.004,0.002,
ZFWB40,ZFWB,,0.004,0.011,0.004,0.003,0.008,0.005,0.839,0.003,0.005,0.007,0.009,0.003,0.005,0.004,0.008,0.011,0.005,0.006,0.023,0.009,0.004,0.003,0.004,0.006,
ZFWB41,ZFWB,,0.006,0.007,0.005,0.006,0.008,0.012,0.839,0.003,0.006,0.008,0.005,0.005,0.009,0.005,0.007,0.007,0.005,0.007,0.011,0.007,0.006,0.006,0.008,0.007,
ZFWB42,ZFWB,,0.003,0.003,0.003,0.003,0.003,0.004,0.912,0.003,0.004,0.005,0.003,0.003,0.005,0.004,0.005,0.003,0.005,0.003,0.003,0.004,0.005,0.004,0.003,0.002,
ZFWB43,ZFWB,,0.002,0.003,0.003,0.005,0.006,0.004,0.911,0.003,0.004,0.004,0.003,0.004,0.003,0.004,0.003,0.003,0.004,0.003,0.003,0.007,0.004,0.003,0.003,0.002,
ZFWB44,ZFWB,,0.004,0.007,0.003,0.282,0.083,0.008,0.236,0.006,0.005,0.005,0.006,0.007,0.006,0.005,0.003,0.005,0.005,0.024,0.009,0.261,0.006,0.008,0.005,0.007,
ZFWB46,ZFWB,,0.002,0.01,0.003,0.006,0.012,0.004,0.804,0.003,0.004,0.004,0.007,0.003,0.004,0.004,0.005,0.004,0.004,0.014,0.01,0.04,0.004,0.004,0.003,0.006,
ZFWB47,ZFWB,,0.008,0.015,0.004,0.049,0.012,0.012,0.731,0.004,0.005,0.011,0.011,0.005,0.007,0.005,0.005,0.005,0.005,0.02,0.021,0.026,0.005,0.006,0.006,0.017,
ZFWB48,ZFWB,,0.003,0.01,0.003,0.004,0.045,0.005,0.628,0.003,0.005,0.005,0.006,0.003,0.007,0.005,0.112,0.006,0.006,0.011,0.008,0.022,0.006,0.004,0.004,0.006,
ZFWB49,ZFWB,,0.002,0.007,0.013,0.004,0.008,0.047,0.643,0.03,0.012,0.01,0.007,0.005,0.007,0.046,0.027,0.007,0.02,0.008,0.007,0.02,0.011,0.036,0.005,0.004,
ZCF01,ZCF,,0.026,0.01,0.003,0.006,0.753,0.005,0.011,0.003,0.004,0.003,0.004,0.026,0.007,0.006,0.003,0.005,0.004,0.042,0.007,0.031,0.011,0.004,0.003,0.008,
ZCF02,ZCF,,0.01,0.023,0.002,0.01,0.455,0.005,0.072,0.003,0.004,0.003,0.005,0.005,0.004,0.007,0.004,0.005,0.003,0.017,0.025,0.03,0.004,0.004,0.003,0.29,
