Sample.Name,Pop,C1,C2,C3,C4
ZFSF03,ZFSF,0.005,0.92,0.007,0.067
ZFSF04,ZFSF,0.007,0.977,0.007,0.008
NA,NA,0,0,0,0
ZFSW101,ZFSW1,0.086,0.865,0.008,0.041
ZFSW102,ZFSW1,0.008,0.982,0.003,0.006
ZFSW103,ZFSW1,0.035,0.944,0.01,0.011
ZFSW104,ZFSW1,0.009,0.945,0.006,0.041
ZFSW105,ZFSW1,0.065,0.9,0.015,0.021
ZFSW106,ZFSW1,0.032,0.952,0.007,0.008
ZFSW107,ZFSW1,0.007,0.98,0.004,0.009
ZFSW108,ZFSW1,0.004,0.987,0.004,0.005
ZFSW109,ZFSW1,0.011,0.971,0.013,0.005
ZFSW110,ZFSW1,0.029,0.954,0.008,0.008
ZFSW111,ZFSW1,0.105,0.878,0.01,0.008
ZFSW112,ZFSW1,0.037,0.951,0.007,0.006
ZFSW113,ZFSW1,0.041,0.937,0.006,0.017
ZFSW114,ZFSW1,0.011,0.977,0.005,0.007
ZFSW115,ZFSW1,0.009,0.98,0.003,0.008
ZFSW116,ZFSW1,0.025,0.951,0.005,0.019
ZFSW117,ZFSW1,0.039,0.934,0.005,0.021
ZFSW119,ZFSW1,0.005,0.988,0.004,0.004
ZFSW120,ZFSW1,0.003,0.979,0.009,0.009
ZFSW121,ZFSW1,0.008,0.983,0.005,0.004
ZFSW122,ZFSW1,0.014,0.968,0.009,0.009
ZFSW123,ZFSW1,0.005,0.983,0.004,0.008
ZFSW124,ZFSW1,0.006,0.981,0.005,0.008
NA,NA,0,0,0,0
ZFSW201,ZFSW2,0.005,0.987,0.004,0.005
ZFSW202,ZFSW2,0.005,0.987,0.004,0.004
ZFSW203,ZFSW2,0.005,0.987,0.004,0.005
ZFSW204,ZFSW2,0.005,0.986,0.004,0.004
ZFSW205,ZFSW2,0.007,0.98,0.005,0.008
ZFSW206,ZFSW2,0.006,0.985,0.005,0.004
ZFSW207,ZFSW2,0.015,0.974,0.006,0.005
ZFSW208,ZFSW2,0.007,0.986,0.003,0.004
ZFSW209,ZFSW2,0.006,0.986,0.005,0.004
ZFSW210,ZFSW2,0.028,0.96,0.008,0.004
ZFSW211,ZFSW2,0.01,0.981,0.004,0.004
ZFSW212,ZFSW2,0.008,0.985,0.004,0.003
ZFSW213,ZFSW2,0.007,0.986,0.003,0.003
ZFSW214,ZFSW2,0.008,0.984,0.004,0.004
ZFSW215,ZFSW2,0.007,0.981,0.005,0.007
ZFSW216,ZFSW2,0.009,0.983,0.004,0.003
ZFSW217,ZFSW2,0.006,0.984,0.005,0.005
ZFSW218,ZFSW2,0.008,0.986,0.003,0.003
ZFSW219,ZFSW2,0.008,0.985,0.004,0.004
ZFSW220,ZFSW2,0.006,0.985,0.004,0.004
ZFSW221,ZFSW2,0.009,0.983,0.004,0.004
ZFSW222,ZFSW2,0.004,0.986,0.005,0.004
ZFSW223,ZFSW2,0.005,0.986,0.004,0.005
ZFSW224,ZFSW2,0.008,0.984,0.004,0.004
ZFSW225,ZFSW2,0.006,0.987,0.003,0.004
ZFSW226,ZFSW2,0.008,0.982,0.005,0.005
ZFSW227,ZFSW2,0.006,0.985,0.005,0.004
ZFSW229,ZFSW2,0.006,0.985,0.005,0.005
ZFSW230,ZFSW2,0.013,0.979,0.005,0.004
ZFSW231,ZFSW2,0.007,0.984,0.005,0.004
ZFSW232,ZFSW2,0.006,0.983,0.004,0.007
ZFSW233,ZFSW2,0.007,0.981,0.007,0.005
ZFSW234,ZFSW2,0.005,0.987,0.004,0.004
ZFSW235,ZFSW2,0.008,0.985,0.003,0.004
ZFSW236,ZFSW2,0.007,0.986,0.003,0.003
ZFSW237,ZFSW2,0.006,0.987,0.004,0.003
ZFSW238,ZFSW2,0.007,0.987,0.003,0.004
ZFSW239,ZFSW2,0.008,0.983,0.006,0.004
ZFSW240,ZFSW2,0.004,0.986,0.005,0.005
NA,NA,0,0,0,0
ZFTS01,ZFTS,0.004,0.976,0.004,0.016
ZFTS02,ZFTS,0.007,0.984,0.003,0.007
ZFTS03,ZFTS,0.004,0.986,0.003,0.007
ZFTS04,ZFTS,0.004,0.985,0.003,0.008
ZFTS05,ZFTS,0.005,0.987,0.002,0.005
ZFTS07,ZFTS,0.003,0.976,0.003,0.017
ZFTS08,ZFTS,0.003,0.987,0.003,0.007
ZFTS09,ZFTS,0.003,0.985,0.003,0.009
ZFTS10,ZFTS,0.004,0.982,0.003,0.012
ZFTS11,ZFTS,0.003,0.984,0.003,0.009
ZFTS12,ZFTS,0.004,0.987,0.002,0.007
ZFTS14,ZFTS,0.005,0.982,0.003,0.01
ZFTS15,ZFTS,0.005,0.982,0.003,0.009
ZFTS16,ZFTS,0.006,0.982,0.004,0.008
ZFTS17,ZFTS,0.005,0.968,0.006,0.021
ZFTS18,ZFTS,0.004,0.987,0.003,0.007
ZFTS19,ZFTS,0.004,0.981,0.006,0.009
ZFTS20,ZFTS,0.004,0.986,0.003,0.008
ZFTS21,ZFTS,0.004,0.984,0.003,0.009
ZFTS22,ZFTS,0.003,0.987,0.003,0.007
ZFTS23,ZFTS,0.005,0.984,0.003,0.007
ZFTS24,ZFTS,0.004,0.987,0.003,0.007
ZFTS25,ZFTS,0.006,0.981,0.004,0.009
ZFTS26,ZFTS,0.003,0.986,0.004,0.006
ZFTS27,ZFTS,0.005,0.979,0.006,0.01
ZFTS28,ZFTS,0.009,0.979,0.006,0.006
ZFTS29,ZFTS,0.003,0.98,0.003,0.014
ZFTS30,ZFTS,0.003,0.985,0.003,0.009
ZFTS31,ZFTS,0.005,0.986,0.003,0.006
ZFTS32,ZFTS,0.004,0.988,0.003,0.005
ZFTS33,ZFTS,0.005,0.986,0.003,0.005
ZFTS34,ZFTS,0.005,0.98,0.005,0.009
ZFTS35,ZFTS,0.005,0.987,0.002,0.006
ZFTS36,ZFTS,0.004,0.984,0.003,0.009
ZFTS37,ZFTS,0.004,0.988,0.003,0.005
ZFTS38,ZFTS,0.004,0.984,0.004,0.008
ZFTS39,ZFTS,0.005,0.982,0.004,0.009
ZFTS40,ZFTS,0.01,0.98,0.003,0.008
NA,NA,0,0,0,0
ZFTSP101,ZFTSP1,0.987,0.005,0.005,0.003
ZFTSP102,ZFTSP1,0.984,0.008,0.005,0.004
ZFTSP103,ZFTSP1,0.988,0.005,0.004,0.003
ZFTSP104,ZFTSP1,0.987,0.004,0.006,0.003
ZFTSP105,ZFTSP1,0.988,0.005,0.005,0.003
ZFTSP106,ZFTSP1,0.984,0.006,0.007,0.004
ZFTSP107,ZFTSP1,0.987,0.005,0.005,0.003
ZFTSP108,ZFTSP1,0.986,0.005,0.005,0.003
ZFTSP109,ZFTSP1,0.984,0.006,0.007,0.004
ZFTSP110,ZFTSP1,0.986,0.005,0.006,0.003
ZFTSP111,ZFTSP1,0.989,0.004,0.005,0.003
ZFTSP112,ZFTSP1,0.985,0.006,0.005,0.005
ZFTSP113,ZFTSP1,0.985,0.005,0.006,0.004
ZFTSP114,ZFTSP1,0.988,0.004,0.005,0.003
ZFTSP115,ZFTSP1,0.989,0.005,0.004,0.003
ZFTSP116,ZFTSP1,0.987,0.005,0.005,0.003
ZFTSP117,ZFTSP1,0.987,0.004,0.005,0.004
ZFTSP118,ZFTSP1,0.987,0.005,0.004,0.004
ZFTSP119,ZFTSP1,0.918,0.053,0.004,0.025
ZFTSP120,ZFTSP1,0.986,0.004,0.004,0.006
ZFTSP121,ZFTSP1,0.963,0.021,0.005,0.012
ZFTSP122,ZFTSP1,0.99,0.004,0.004,0.003
ZFTSP123,ZFTSP1,0.987,0.004,0.005,0.004
ZFTSP124,ZFTSP1,0.989,0.004,0.004,0.003
ZFTSP125,ZFTSP1,0.989,0.004,0.005,0.003
ZFTSP126,ZFTSP1,0.986,0.006,0.005,0.004
ZFTSP127,ZFTSP1,0.988,0.004,0.005,0.003
ZFTSP128,ZFTSP1,0.988,0.004,0.005,0.003
ZFTSP129,ZFTSP1,0.989,0.004,0.004,0.003
ZFTSP130,ZFTSP1,0.989,0.004,0.005,0.003
ZFTSP131,ZFTSP1,0.989,0.004,0.005,0.002
ZFTSP132,ZFTSP1,0.984,0.006,0.006,0.004
ZFTSP133,ZFTSP1,0.99,0.003,0.005,0.002
ZFTSP134,ZFTSP1,0.99,0.003,0.004,0.003
ZFTSP135,ZFTSP1,0.989,0.004,0.004,0.002
ZFTSP136,ZFTSP1,0.988,0.004,0.005,0.003
ZFTSP137,ZFTSP1,0.962,0.02,0.006,0.012
ZFTSP138,ZFTSP1,0.987,0.005,0.005,0.004
ZFTSP139,ZFTSP1,0.99,0.003,0.004,0.002
ZFTSP140,ZFTSP1,0.983,0.008,0.005,0.004
ZFTSP141,ZFTSP1,0.985,0.007,0.004,0.004
ZFTSP142,ZFTSP1,0.986,0.006,0.005,0.003
ZFTSP143,ZFTSP1,0.988,0.005,0.005,0.003
ZFTSP144,ZFTSP1,0.984,0.007,0.005,0.005
ZFTSP145,ZFTSP1,0.989,0.004,0.004,0.003
NA,NA,0,0,0,0
ZFTSP201,ZFTSP2,0.984,0.006,0.007,0.004
ZFTSP202,ZFTSP2,0.978,0.01,0.005,0.006
ZFTSP203,ZFTSP2,0.985,0.004,0.008,0.003
ZFTSP204,ZFTSP2,0.986,0.005,0.005,0.004
ZFTSP205,ZFTSP2,0.979,0.009,0.008,0.005
ZFTSP206,ZFTSP2,0.982,0.007,0.006,0.005
ZFTSP207,ZFTSP2,0.982,0.006,0.009,0.004
ZFTSP208,ZFTSP2,0.982,0.007,0.005,0.005
ZFTSP209,ZFTSP2,0.988,0.004,0.005,0.003
ZFTSP210,ZFTSP2,0.985,0.005,0.007,0.003
ZFTSP211,ZFTSP2,0.98,0.007,0.006,0.007
ZFTSP212,ZFTSP2,0.991,0.003,0.004,0.002
ZFTSP213,ZFTSP2,0.985,0.005,0.006,0.004
ZFTSP214,ZFTSP2,0.988,0.004,0.005,0.003
ZFTSP215,ZFTSP2,0.987,0.005,0.005,0.003
ZFTSP216,ZFTSP2,0.933,0.03,0.006,0.031
ZFTSP217,ZFTSP2,0.984,0.005,0.008,0.004
ZFTSP218,ZFTSP2,0.985,0.005,0.006,0.004
ZFTSP219,ZFTSP2,0.984,0.008,0.005,0.003
ZFTSP220,ZFTSP2,0.968,0.015,0.006,0.01
ZFTSP221,ZFTSP2,0.983,0.006,0.007,0.004
ZFTSP222,ZFTSP2,0.93,0.034,0.01,0.026
ZFTSP223,ZFTSP2,0.989,0.004,0.004,0.003
ZFTSP224,ZFTSP2,0.99,0.003,0.005,0.003
ZFTSP225,ZFTSP2,0.988,0.004,0.005,0.003
ZFTSP226,ZFTSP2,0.988,0.004,0.005,0.003
ZFTSP227,ZFTSP2,0.975,0.01,0.009,0.005
ZFTSP228,ZFTSP2,0.98,0.01,0.005,0.005
NA,NA,0,0,0,0
ZFW01,ZFW,0.008,0.971,0.013,0.007
ZFW02,ZFW,0.008,0.959,0.022,0.011
ZFW03,ZFW,0.012,0.969,0.01,0.009
ZFW04,ZFW,0.005,0.946,0.016,0.033
ZFW05,ZFW,0.008,0.974,0.008,0.011
ZFW06,ZFW,0.005,0.843,0.111,0.041
NA,NA,0,0,0,0
ZFWB01,ZFWB,0.127,0.864,0.004,0.004
ZFWB02,ZFWB,0.014,0.964,0.004,0.018
ZFWB03,ZFWB,0.275,0.506,0.013,0.206
ZFWB05,ZFWB,0.054,0.923,0.015,0.008
ZFWB06,ZFWB,0.065,0.928,0.003,0.004
ZFWB07,ZFWB,0.041,0.946,0.005,0.009
ZFWB10,ZFWB,0.11,0.847,0.031,0.012
ZFWB11,ZFWB,0.026,0.962,0.004,0.008
ZFWB12,ZFWB,0.346,0.487,0.012,0.155
ZFWB13,ZFWB,0.303,0.671,0.012,0.014
ZFWB14,ZFWB,0.199,0.793,0.005,0.004
ZFWB15,ZFWB,0.043,0.938,0.007,0.012
ZFWB18,ZFWB,0.181,0.788,0.005,0.026
ZFWB19,ZFWB,0.012,0.956,0.006,0.026
ZFWB20,ZFWB,0.033,0.937,0.013,0.016
ZFWB21,ZFWB,0.098,0.837,0.013,0.052
ZFWB22,ZFWB,0.08,0.9,0.01,0.01
ZFWB23,ZFWB,0.696,0.275,0.004,0.024
ZFWB24,ZFWB,0.47,0.28,0.026,0.224
ZFWB25,ZFWB,0.035,0.946,0.011,0.008
ZFWB26,ZFWB,0.016,0.965,0.005,0.013
ZFWB27,ZFWB,0.026,0.959,0.004,0.011
ZFWB29,ZFWB,0.016,0.96,0.007,0.017
ZFWB30,ZFWB,0.046,0.941,0.004,0.009
ZFWB31,ZFWB,0.267,0.665,0.005,0.063
ZFWB32,ZFWB,0.018,0.952,0.008,0.021
ZFWB35,ZFWB,0.158,0.752,0.006,0.084
ZFWB36,ZFWB,0.025,0.95,0.005,0.02
ZFWB37,ZFWB,0.038,0.941,0.005,0.016
ZFWB38,ZFWB,0.022,0.967,0.005,0.006
ZFWB39,ZFWB,0.155,0.801,0.004,0.04
ZFWB40,ZFWB,0.088,0.893,0.004,0.015
ZFWB41,ZFWB,0.066,0.917,0.004,0.014
ZFWB42,ZFWB,0.116,0.862,0.004,0.018
ZFWB43,ZFWB,0.026,0.948,0.006,0.019
ZFWB44,ZFWB,0.008,0.981,0.004,0.007
ZFWB46,ZFWB,0.027,0.96,0.004,0.009
ZFWB47,ZFWB,0.021,0.963,0.007,0.009
ZFWB48,ZFWB,0.272,0.654,0.004,0.069
ZFWB49,ZFWB,0.617,0.246,0.009,0.128
NA,NA,0,0,0,0
ZCF01,ZCF,0.007,0.978,0.003,0.012
ZCF02,ZCF,0.005,0.953,0.011,0.031
ZCF03,ZCF,0.011,0.964,0.006,0.019
ZCF04,ZCF,0.013,0.955,0.016,0.015
ZCF05,ZCF,0.004,0.988,0.003,0.005
ZCF06,ZCF,0.115,0.816,0.061,0.008
ZCF07,ZCF,0.008,0.98,0.003,0.009
ZCF08,ZCF,0.069,0.607,0.018,0.306
ZCF09,ZCF,0.603,0.29,0.008,0.099
ZCF10,ZCF,0.043,0.942,0.007,0.008
ZCF11,ZCF,0.011,0.972,0.006,0.011
ZCF12,ZCF,0.005,0.973,0.004,0.018
ZCF13,ZCF,0.019,0.953,0.016,0.012
ZCF14,ZCF,0.027,0.961,0.006,0.006
ZCF15,ZCF,0.009,0.981,0.004,0.006
ZCF16,ZCF,0.01,0.895,0.06,0.034
ZCF17,ZCF,0.006,0.97,0.003,0.021
ZCF18,ZCF,0.016,0.964,0.015,0.005
ZCF19,ZCF,0.006,0.985,0.005,0.005
ZCF20,ZCF,0.011,0.966,0.006,0.017
ZCF21,ZCF,0.016,0.954,0.02,0.011
ZCF22,ZCF,0.015,0.906,0.041,0.038
ZCF23,ZCF,0.011,0.963,0.005,0.021
ZCF24,ZCF,0.38,0.451,0.006,0.163
ZCF25,ZCF,0.132,0.689,0.013,0.166
ZCF26,ZCF,0.029,0.768,0.169,0.034
ZCF27,ZCF,0.007,0.979,0.005,0.01
ZCF28,ZCF,0.005,0.971,0.003,0.021
ZCF29,ZCF,0.023,0.955,0.008,0.014
ZCF30,ZCF,0.008,0.979,0.004,0.009
ZCF31,ZCF,0.015,0.941,0.005,0.039
ZCF32,ZCF,0.011,0.961,0.016,0.012
ZCF33,ZCF,0.005,0.988,0.002,0.005
ZCF34,ZCF,0.483,0.42,0.019,0.078
ZCF35,ZCF,0.014,0.833,0.133,0.02
ZCF36,ZCF,0.019,0.972,0.003,0.005
ZCF37,ZCF,0.012,0.915,0.009,0.063
ZCF38,ZCF,0.029,0.947,0.015,0.009
ZCF39,ZCF,0.904,0.073,0.009,0.015
ZCF40,ZCF,0.084,0.883,0.017,0.015
ZCF41,ZCF,0.006,0.986,0.003,0.005
ZCF42,ZCF,0.142,0.687,0.01,0.162
