Ind,Botanic_Garden,First_Pop,First_Per,Wild_Source,Second_Pop,Second_Per,Third_Pop,Third_Per,Fourth_Pop,Fourth_Per,Fifth_Pop,Fifth_Per
TMA-ZAIN-G-208,/MBC,SF,95.061,FDSP,W,4.933,ZFSW1,0.005,CR,0.001,ZFB,0
TMA-ZAIN-G-209,/MBC,SF,99.987,FDSP,W,0.013,ZFB,0,ONF,0,CR,0
TMA-ZAIN-G-210,/MBC,SF,99.886,FDSP,ONF,0.063,TSP,0.028,ZFBP,0.013,ZFBP,0.005
TMA-ZAIN-G-211,/MBC,SF,98.495,FDSP,W,0.866,CF,0.315,ENP,0.273,LB,0.026
TMA-ZAIN-G-212,/MBC,SF,99.538,FDSP,W,0.142,ONF,0.141,TSP,0.072,ZFBP,0.043
TMA-ZAIN-G-213,/MBC,LB,55.412,FDSP,ZFBP,44.404,ENP,0.099,SF,0.057,CR,0.011
TMA-ZAIN-G-214,/MBC,SF,84.7,NWS_North,ONF,14.433,TSP,0.856,CF,0.006,ZFBP,0.002
TMA-ZAIN-G-215,/MBC,ONF,86.964,NWS_North,SF,12.907,ZFBP,0.116,TSP,0.012,ZFBP,0.001
TMA-ZAIN-G-216,/MBC,SF,99.938,NWS_North,ZFBP,0.045,ONF,0.016,W,0.001,TSP,0
TMA-ZAIN-G-217,/MBC,SF,100,NWS_North,ONF,0,TSP,0,W,0,ZFBP,0
TMA-ZAIN-G-218,/MBC,ONF,99.931,NWS_North,TSP,0.058,ZFBP,0.007,ZFBP,0.003,SF,0.001
TMA-ZAIN-G-219,/MBC,SF,100,ENP,W,0,CR,0,ENP,0,CF,0
TMA-ZAIN-G-220,/MBC,SF,99.997,ENP,CR,0.002,W,0.001,ZFSW1,0.001,ENP,0
TMA-ZAIN-G-221,/MBC,SF,99.985,ENP,CF,0.014,W,0,ENP,0,CR,0
TMA-ZAIN-G-222,/MBC,SF,99.79,ENP,ZFK,0.2,LB,0.01,ENP,0,CF,0
TMA-ZAIN-G-223,/MBC,SF,88.671,ENP,CF,10.994,LB,0.282,W,0.028,ENP,0.025
TMA-ZAIN-G-224,/MBC,SF,100,ENP,W,0,CF,0,LB,0,ENP,0
TMA-ZAIN-G-225,/MBC,SF,99.997,ENP,CR,0.002,W,0.001,ENP,0,ZFSW1,0
TMA-ZAIN-G-226,/MBC,SF,100,ENP,CR,0,CF,0,W,0,ZFTS,0
TMA-ZAIN-G-227,/MBC,SF,99.862,ENP,CF,0.098,W,0.016,ZFB,0.012,ENP,0.007
TMA-ZAIN-G-228,/MBC,SF,99.999,ENP,CR,0.001,W,0,ZFB,0,ZFTS,0
TMA-ZAIN-G-229,/MBC,SF,99.999,ENP,W,0.001,CF,0,CR,0,ENP,0
TMA-ZAIN-G-230,/MBC,SF,100,ENP,W,0,CF,0,ENP,0,CR,0
TMA-ZAIN-G-231,/MBC,CF,62.791,ENP,SF,37.089,LB,0.061,ENP,0.052,CR,0.006
TMA-ZAIN-G-232,/MBC,SF,99.575,ENP,W,0.424,ZFSW1,0.001,CR,0,ZFI,0
TMA-ZAIN-G-233,/MBC,SF,87.565,ENP,W,12.433,ENP,0.001,LB,0.001,CF,0
TMA-ZAIN-G-234,/MBC,SF,99.968,ENP,W,0.032,CR,0,ENP,0,ZFSW1,0
