Lat,Long
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
29.31338889,-81.08169444
28.90533333,-80.80955
28.90533333,-80.80955
28.90533333,-80.80955
28.90533333,-80.80955
28.90533333,-80.80955
28.90533333,-80.80955
28.90533333,-80.80955
26.07836111,-80.27980556
26.07836111,-80.27980556
26.07836111,-80.27980556
26.07836111,-80.27980556
26.08155556,-80.27616667
26.08155556,-80.27616667
26.08155556,-80.27616667
29.62791667,-81.20663889
29.62791667,-81.20663889
29.62791667,-81.20663889
29.62791667,-81.20663889
29.62791667,-81.20663889
29.62791667,-81.20663889
30.67008333,-81.4345
30.67008333,-81.4345
30.67008333,-81.4345
30.67008333,-81.4345
30.67008333,-81.4345
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.39175,-80.11944444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.69813889,-82.25019444
26.75244444,-82.05477778
26.75244444,-82.05477778
26.75244444,-82.05477778
29.73738,-83.47088983
29.73738,-83.47088983
29.73738,-83.47088983
29.73738,-83.47088983
29.73738,-83.47088983
29.73738,-83.47088983
29.73738,-83.47088983
29.73751983,-83.47124983
29.73751983,-83.47124983
29.73751983,-83.47124983
29.73751983,-83.47124983
29.73751983,-83.47124983
29.73751983,-83.47124983
29.73751983,-83.47124983
29.73751983,-83.47124983
29.74972222,-83.49097
29.74972222,-83.49097
29.74972222,-83.49097
29.74972222,-83.49097
29.74972222,-83.49097
29.74972222,-83.49097
29.74972222,-83.49097
29.74972222,-83.49097
25.65975111,-80.28160231
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
29.89267869,-81.27859619
25.661802,-80.28137561
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
