Sample.Name,Pop,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16
ZFTSP213,ZFTSP2,0.858,0.005,0.003,0.005,0.02,0.002,0.003,0.007,0.025,0.006,0.004,0.003,0.004,0.007,0.036,0.012
ZFTSP214,ZFTSP2,0.282,0.031,0.021,0.005,0.01,0.005,0.006,0.018,0.014,0.028,0.013,0.002,0.002,0.033,0.017,0.513
ZFTSP215,ZFTSP2,0.042,0.046,0.006,0.004,0.097,0.004,0.007,0.005,0.03,0.096,0.004,0.003,0.003,0.034,0.061,0.557
ZFTSP216,ZFTSP2,0.072,0.05,0.009,0.022,0.159,0.007,0.012,0.007,0.252,0.015,0.006,0.008,0.051,0.013,0.017,0.297
ZFTSP217,ZFTSP2,0.713,0.013,0.003,0.005,0.011,0.003,0.004,0.01,0.037,0.015,0.006,0.003,0.004,0.01,0.154,0.01
ZFTSP218,ZFTSP2,0.364,0.018,0.007,0.006,0.06,0.005,0.004,0.014,0.161,0.062,0.013,0.004,0.004,0.109,0.125,0.044
ZFTSP219,ZFTSP2,0.074,0.142,0.011,0.006,0.007,0.007,0.016,0.01,0.063,0.45,0.018,0.004,0.005,0.077,0.063,0.047
ZFTSP220,ZFTSP2,0.034,0.01,0.016,0.017,0.043,0.007,0.006,0.015,0.158,0.018,0.009,0.013,0.046,0.004,0.466,0.139
ZFTSP221,ZFTSP2,0.098,0.024,0.009,0.01,0.236,0.004,0.024,0.05,0.192,0.129,0.012,0.005,0.006,0.009,0.055,0.137
ZFTSP222,ZFTSP2,0.179,0.1,0.005,0.059,0.226,0.004,0.017,0.013,0.125,0.013,0.011,0.011,0.062,0.011,0.154,0.008
ZFTSP223,ZFTSP2,0.927,0.006,0.003,0.003,0.005,0.002,0.002,0.004,0.006,0.004,0.003,0.002,0.003,0.006,0.005,0.018
ZFTSP224,ZFTSP2,0.558,0.059,0.008,0.004,0.005,0.002,0.007,0.013,0.012,0.007,0.004,0.002,0.003,0.007,0.009,0.301
ZFTSP225,ZFTSP2,0.385,0.02,0.004,0.005,0.05,0.004,0.004,0.063,0.137,0.074,0.007,0.003,0.003,0.018,0.026,0.197
ZFTSP226,ZFTSP2,0.656,0.062,0.005,0.005,0.007,0.003,0.006,0.011,0.012,0.01,0.007,0.002,0.003,0.008,0.009,0.194
ZFTSP227,ZFTSP2,0.052,0.082,0.01,0.01,0.256,0.003,0.018,0.015,0.104,0.017,0.006,0.005,0.016,0.019,0.38,0.006
ZFTSP228,ZFTSP2,0.166,0.078,0.015,0.01,0.074,0.004,0.055,0.007,0.257,0.028,0.008,0.004,0.01,0.024,0.06,0.2
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFW01,ZFW,0.004,0.006,0.004,0.004,0.004,0.934,0.003,0.003,0.005,0.006,0.004,0.005,0.003,0.008,0.005,0.004
ZFW02,ZFW,0.002,0.004,0.006,0.005,0.003,0.929,0.004,0.003,0.011,0.006,0.005,0.006,0.005,0.003,0.004,0.003
ZFW03,ZFW,0.003,0.004,0.003,0.005,0.003,0.938,0.003,0.002,0.011,0.005,0.004,0.003,0.003,0.003,0.004,0.005
ZFW04,ZFW,0.002,0.004,0.006,0.005,0.003,0.939,0.005,0.003,0.003,0.003,0.004,0.009,0.006,0.003,0.003,0.003
ZFW05,ZFW,0.008,0.012,0.012,0.058,0.004,0.804,0.008,0.013,0.004,0.009,0.024,0.006,0.003,0.006,0.004,0.026
ZFW06,ZFW,0.004,0.004,0.008,0.021,0.006,0.836,0.014,0.002,0.005,0.004,0.004,0.011,0.07,0.005,0.003,0.003
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZFWB01,ZFWB,0.008,0.007,0.006,0.006,0.005,0.006,0.019,0.01,0.009,0.015,0.879,0.009,0.004,0.005,0.007,0.007
ZFWB02,ZFWB,0.017,0.011,0.007,0.222,0.007,0.137,0.007,0.005,0.01,0.031,0.496,0.006,0.004,0.011,0.009,0.021
ZFWB03,ZFWB,0.004,0.009,0.006,0.004,0.003,0.006,0.004,0.004,0.005,0.007,0.93,0.003,0.002,0.005,0.003,0.005
ZFWB05,ZFWB,0.015,0.004,0.004,0.005,0.028,0.018,0.007,0.032,0.014,0.009,0.792,0.039,0.006,0.012,0.01,0.007
ZFWB06,ZFWB,0.009,0.009,0.005,0.008,0.008,0.013,0.014,0.008,0.008,0.012,0.865,0.011,0.003,0.006,0.009,0.012
ZFWB07,ZFWB,0.005,0.006,0.006,0.011,0.005,0.005,0.005,0.009,0.004,0.007,0.91,0.006,0.006,0.005,0.004,0.005
ZFWB10,ZFWB,0.015,0.004,0.004,0.004,0.01,0.013,0.008,0.028,0.007,0.006,0.853,0.026,0.006,0.005,0.004,0.008
ZFWB11,ZFWB,0.004,0.004,0.005,0.007,0.004,0.004,0.007,0.006,0.004,0.005,0.922,0.01,0.007,0.003,0.005,0.003
ZFWB12,ZFWB,0.008,0.011,0.006,0.004,0.003,0.009,0.004,0.005,0.005,0.01,0.904,0.003,0.003,0.005,0.005,0.016
ZFWB13,ZFWB,0.029,0.006,0.02,0.005,0.022,0.006,0.009,0.036,0.009,0.008,0.773,0.004,0.004,0.005,0.01,0.054
ZFWB14,ZFWB,0.011,0.008,0.004,0.005,0.004,0.004,0.006,0.008,0.007,0.009,0.909,0.006,0.003,0.005,0.006,0.006
ZFWB15,ZFWB,0.005,0.011,0.005,0.008,0.005,0.012,0.006,0.009,0.007,0.01,0.894,0.007,0.005,0.007,0.005,0.005
ZFWB18,ZFWB,0.007,0.007,0.004,0.005,0.004,0.003,0.008,0.005,0.006,0.006,0.923,0.004,0.003,0.005,0.006,0.005
ZFWB19,ZFWB,0.004,0.004,0.004,0.018,0.004,0.012,0.006,0.004,0.004,0.004,0.915,0.008,0.004,0.004,0.004,0.003
ZFWB20,ZFWB,0.008,0.005,0.003,0.006,0.003,0.006,0.008,0.004,0.006,0.004,0.921,0.005,0.004,0.005,0.006,0.006
ZFWB21,ZFWB,0.005,0.006,0.007,0.011,0.004,0.005,0.013,0.005,0.006,0.008,0.905,0.004,0.004,0.006,0.007,0.004
ZFWB22,ZFWB,0.025,0.013,0.004,0.008,0.003,0.02,0.011,0.003,0.013,0.008,0.837,0.006,0.004,0.009,0.009,0.024
ZFWB23,ZFWB,0.035,0.011,0.012,0.006,0.027,0.007,0.038,0.069,0.018,0.027,0.671,0.007,0.006,0.017,0.012,0.037
ZFWB24,ZFWB,0.011,0.007,0.003,0.005,0.003,0.006,0.018,0.009,0.005,0.008,0.904,0.004,0.003,0.004,0.004,0.006
ZFWB25,ZFWB,0.008,0.006,0.004,0.006,0.004,0.011,0.017,0.005,0.007,0.007,0.892,0.012,0.004,0.004,0.007,0.005
ZFWB26,ZFWB,0.009,0.011,0.004,0.009,0.003,0.009,0.005,0.003,0.008,0.005,0.907,0.005,0.003,0.007,0.005,0.009
ZFWB27,ZFWB,0.007,0.009,0.004,0.05,0.006,0.007,0.009,0.004,0.008,0.006,0.854,0.006,0.004,0.006,0.01,0.01
ZFWB29,ZFWB,0.004,0.006,0.006,0.009,0.003,0.035,0.011,0.005,0.004,0.005,0.884,0.013,0.003,0.005,0.003,0.004
ZFWB30,ZFWB,0.004,0.005,0.008,0.012,0.004,0.006,0.023,0.006,0.004,0.006,0.896,0.01,0.004,0.004,0.004,0.003
ZFWB31,ZFWB,0.009,0.009,0.004,0.006,0.004,0.003,0.005,0.005,0.006,0.006,0.92,0.004,0.003,0.005,0.006,0.006
ZFWB32,ZFWB,0.005,0.007,0.007,0.011,0.006,0.01,0.005,0.004,0.005,0.008,0.895,0.015,0.006,0.006,0.006,0.004
ZFWB35,ZFWB,0.007,0.008,0.004,0.008,0.003,0.003,0.005,0.004,0.005,0.005,0.929,0.004,0.003,0.004,0.004,0.006
ZFWB36,ZFWB,0.005,0.011,0.005,0.016,0.004,0.007,0.008,0.005,0.007,0.008,0.896,0.005,0.004,0.005,0.005,0.009
ZFWB37,ZFWB,0.007,0.011,0.004,0.007,0.003,0.006,0.005,0.003,0.007,0.006,0.912,0.004,0.003,0.006,0.005,0.01
ZFWB38,ZFWB,0.006,0.008,0.003,0.007,0.004,0.007,0.004,0.004,0.007,0.006,0.924,0.005,0.003,0.005,0.005,0.004
ZFWB39,ZFWB,0.006,0.008,0.007,0.007,0.005,0.004,0.014,0.007,0.007,0.008,0.898,0.006,0.004,0.004,0.008,0.007
ZFWB40,ZFWB,0.004,0.006,0.009,0.006,0.004,0.005,0.01,0.008,0.004,0.007,0.912,0.008,0.004,0.004,0.005,0.004
ZFWB41,ZFWB,0.006,0.011,0.006,0.008,0.005,0.008,0.007,0.009,0.006,0.012,0.891,0.008,0.005,0.007,0.005,0.007
ZFWB42,ZFWB,0.005,0.006,0.004,0.003,0.004,0.003,0.005,0.007,0.005,0.006,0.933,0.003,0.002,0.004,0.005,0.004
ZFWB43,ZFWB,0.005,0.005,0.004,0.009,0.003,0.003,0.004,0.004,0.004,0.004,0.938,0.004,0.003,0.003,0.004,0.005
ZFWB44,ZFWB,0.007,0.012,0.007,0.637,0.005,0.06,0.007,0.004,0.009,0.009,0.203,0.01,0.004,0.007,0.008,0.011
ZFWB46,ZFWB,0.004,0.006,0.005,0.017,0.003,0.007,0.022,0.005,0.004,0.005,0.899,0.008,0.003,0.003,0.004,0.004
ZFWB47,ZFWB,0.005,0.01,0.006,0.01,0.005,0.013,0.004,0.005,0.006,0.01,0.897,0.008,0.004,0.007,0.004,0.005
ZFWB48,ZFWB,0.005,0.007,0.007,0.053,0.004,0.006,0.065,0.123,0.006,0.007,0.693,0.009,0.003,0.004,0.005,0.004
ZFWB49,ZFWB,0.052,0.069,0.007,0.026,0.022,0.005,0.013,0.041,0.044,0.021,0.649,0.006,0.003,0.007,0.029,0.006
NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCF01,ZCF,0.006,0.006,0.005,0.816,0.004,0.01,0.019,0.003,0.004,0.005,0.029,0.014,0.048,0.003,0.003,0.023
ZCF02,ZCF,0.005,0.004,0.005,0.608,0.002,0.149,0.008,0.004,0.004,0.004,0.119,0.062,0.014,0.003,0.003,0.005
ZCF03,ZCF,0.017,0.009,0.006,0.633,0.005,0.01,0.008,0.003,0.01,0.006,0.071,0.055,0.138,0.01,0.011,0.009
ZCF04,ZCF,0.006,0.004,0.004,0.844,0.009,0.005,0.004,0.005,0.006,0.005,0.003,0.004,0.083,0.005,0.01,0.004
ZCF05,ZCF,0.004,0.003,0.006,0.903,0.002,0.024,0.005,0.003,0.003,0.003,0.012,0.019,0.005,0.003,0.003,0.003
ZCF06,ZCF,0.01,0.015,0.044,0.794,0.01,0.004,0.024,0.008,0.01,0.007,0.008,0.011,0.032,0.004,0.01,0.008
ZCF07,ZCF,0.007,0.003,0.003,0.904,0.003,0.008,0.004,0.003,0.003,0.004,0.03,0.004,0.004,0.003,0.004,0.013
ZCF08,ZCF,0.006,0.008,0.005,0.897,0.006,0.009,0.006,0.008,0.004,0.004,0.014,0.004,0.011,0.002,0.004,0.011
ZCF09,ZCF,0.037,0.019,0.042,0.282,0.015,0.006,0.042,0.14,0.042,0.023,0.008,0.02,0.219,0.038,0.011,0.057
ZCF10,ZCF,0.014,0.053,0.008,0.798,0.01,0.011,0.012,0.01,0.011,0.01,0.015,0.01,0.008,0.007,0.006,0.017
ZCF11,ZCF,0.009,0.005,0.004,0.883,0.008,0.008,0.004,0.004,0.01,0.006,0.018,0.007,0.006,0.009,0.012,0.007
ZCF12,ZCF,0.003,0.003,0.003,0.899,0.003,0.006,0.014,0.006,0.003,0.003,0.004,0.017,0.027,0.003,0.004,0.002
ZCF13,ZCF,0.003,0.003,0.008,0.863,0.005,0.013,0.003,0.03,0.004,0.006,0.014,0.025,0.006,0.003,0.005,0.007
ZCF14,ZCF,0.009,0.009,0.006,0.644,0.021,0.026,0.121,0.013,0.024,0.015,0.014,0.041,0.009,0.014,0.027,0.006
ZCF15,ZCF,0.006,0.007,0.012,0.839,0.003,0.007,0.009,0.007,0.006,0.006,0.058,0.011,0.018,0.004,0.004,0.003
ZCF16,ZCF,0.007,0.004,0.006,0.891,0.003,0.005,0.018,0.004,0.004,0.004,0.022,0.007,0.01,0.003,0.003,0.01
ZCF17,ZCF,0.005,0.005,0.004,0.921,0.003,0.005,0.007,0.003,0.003,0.003,0.019,0.006,0.003,0.004,0.004,0.006
ZCF18,ZCF,0.004,0.004,0.012,0.811,0.006,0.012,0.007,0.017,0.006,0.006,0.049,0.034,0.021,0.003,0.006,0.004
ZCF19,ZCF,0.005,0.007,0.031,0.466,0.004,0.091,0.073,0.006,0.007,0.008,0.157,0.06,0.073,0.005,0.007,0.003
ZCF20,ZCF,0.009,0.008,0.004,0.855,0.007,0.012,0.008,0.004,0.013,0.01,0.024,0.008,0.006,0.014,0.011,0.008
ZCF21,ZCF,0.01,0.014,0.009,0.839,0.003,0.011,0.01,0.004,0.004,0.004,0.015,0.028,0.039,0.004,0.004,0.005
ZCF22,ZCF,0.024,0.009,0.007,0.806,0.004,0.017,0.009,0.004,0.007,0.047,0.016,0.02,0.005,0.006,0.007,0.012
ZCF23,ZCF,0.005,0.004,0.003,0.919,0.003,0.008,0.005,0.007,0.004,0.004,0.01,0.008,0.008,0.004,0.003,0.007
ZCF24,ZCF,0.032,0.018,0.01,0.803,0.005,0.003,0.014,0.037,0.01,0.007,0.01,0.004,0.014,0.006,0.005,0.023
ZCF25,ZCF,0.006,0.007,0.005,0.898,0.013,0.003,0.011,0.006,0.007,0.004,0.006,0.006,0.004,0.004,0.011,0.007
ZCF26,ZCF,0.009,0.006,0.016,0.914,0.003,0.004,0.006,0.003,0.006,0.003,0.005,0.007,0.003,0.003,0.004,0.008
ZCF27,ZCF,0.006,0.004,0.005,0.914,0.003,0.006,0.008,0.004,0.003,0.004,0.016,0.008,0.008,0.003,0.003,0.006
ZCF28,ZCF,0.003,0.004,0.011,0.805,0.007,0.014,0.015,0.004,0.004,0.003,0.077,0.031,0.009,0.003,0.004,0.006
ZCF29,ZCF,0.037,0.005,0.012,0.053,0.032,0.011,0.136,0.03,0.013,0.006,0.04,0.065,0.536,0.009,0.005,0.011
ZCF30,ZCF,0.004,0.005,0.009,0.918,0.004,0.006,0.004,0.006,0.004,0.004,0.011,0.006,0.004,0.003,0.005,0.009
ZCF31,ZCF,0.004,0.003,0.006,0.859,0.003,0.012,0.007,0.005,0.004,0.004,0.063,0.01,0.011,0.006,0.003,0.002
ZCF32,ZCF,0.005,0.004,0.006,0.57,0.011,0.007,0.012,0.003,0.009,0.004,0.023,0.309,0.013,0.003,0.018,0.004
ZCF33,ZCF,0.003,0.003,0.004,0.821,0.003,0.027,0.006,0.004,0.003,0.003,0.004,0.104,0.007,0.003,0.003,0.003
ZCF34,ZCF,0.028,0.032,0.005,0.587,0.061,0.006,0.027,0.015,0.045,0.013,0.013,0.062,0.011,0.006,0.082,0.007
ZCF35,ZCF,0.011,0.008,0.008,0.725,0.009,0.005,0.012,0.008,0.015,0.014,0.007,0.005,0.149,0.008,0.011,0.003
ZCF36,ZCF,0.004,0.007,0.005,0.814,0.003,0.088,0.008,0.003,0.006,0.006,0.005,0.018,0.007,0.017,0.004,0.007
ZCF37,ZCF,0.007,0.013,0.004,0.858,0.004,0.01,0.02,0.003,0.007,0.005,0.01,0.023,0.022,0.005,0.005,0.005
ZCF38,ZCF,0.006,0.007,0.019,0.833,0.015,0.005,0.007,0.017,0.011,0.01,0.036,0.005,0.008,0.004,0.012,0.005
ZCF39,ZCF,0.339,0.094,0.003,0.344,0.016,0.006,0.006,0.012,0.042,0.012,0.021,0.007,0.017,0.01,0.063,0.007
ZCF40,ZCF,0.01,0.008,0.01,0.835,0.007,0.005,0.018,0.004,0.013,0.006,0.037,0.005,0.004,0.005,0.018,0.014
ZCF41,ZCF,0.004,0.005,0.012,0.752,0.003,0.013,0.058,0.003,0.004,0.003,0.052,0.053,0.026,0.003,0.004,0.007
ZCF42,ZCF,0.014,0.018,0.029,0.785,0.006,0.004,0.009,0.007,0.007,0.006,0.042,0.01,0.043,0.006,0.005,0.01
